Standard,Grade,type,answer_text,questionattemptid,total_rubric_score,Audio Link,Transcription,whisper_words,whisper_segments,whisper_language,Audio Audible,Transcript Acceptable
tx,10,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1738776158298_17060875_1.mp3,139688508,0,https://drive.google.com/file/d/1VsX3xNEHIIzN_npksXEcuN8deaI4Fjnv/view?usp=sharing, There is a mom bear and her sons or daughters with her. They are just in the grass. Next they went to the river and got away. They are walking somewhere and then the mom bear wanted to eat a fish alive. It went to the air and then she sat down in a sand spot and was worried or sad about something.,"[{""word"": ""There"", ""start"": 1.3, ""end"": 1.5}, {""word"": ""is"", ""start"": 1.5, ""end"": 1.86}, {""word"": ""a"", ""start"": 1.86, ""end"": 2.12}, {""word"": ""mom"", ""start"": 2.12, ""end"": 2.36}, {""word"": ""bear"", ""start"": 2.36, ""end"": 2.62}, {""word"": ""and"", ""start"": 2.62, ""end"": 2.84}, {""word"": ""her"", ""start"": 2.84, ""end"": 3.26}, {""word"": ""sons"", ""start"": 3.26, ""end"": 3.48}, {""word"": ""or"", ""start"": 3.48, ""end"": 3.68}, {""word"": ""daughters"", ""start"": 3.68, ""end"": 4.08}, {""word"": ""with"", ""start"": 4.08, ""end"": 4.5}, {""word"": ""her."", ""start"": 4.5, ""end"": 4.92}, {""word"": ""They"", ""start"": 4.92, ""end"": 5.02}, {""word"": ""are"", ""start"": 5.02, ""end"": 5.28}, {""word"": ""just"", ""start"": 5.28, ""end"": 5.58}, {""word"": ""in"", ""start"": 5.58, ""end"": 5.86}, {""word"": ""the"", ""start"": 5.86, ""end"": 6.08}, {""word"": ""grass."", ""start"": 6.08, ""end"": 6.66}, {""word"": ""Next"", ""start"": 6.88, ""end"": 7.28}, {""word"": ""they"", ""start"": 7.28, ""end"": 7.48}, {""word"": ""went"", ""start"": 7.48, ""end"": 7.76}, {""word"": ""to"", ""start"": 7.76, ""end"": 7.96}, {""word"": ""the"", ""start"": 7.96, ""end"": 8.12}, {""word"": ""river"", ""start"": 8.12, ""end"": 8.46}, {""word"": ""and"", ""start"": 8.46, ""end"": 9}, {""word"": ""got"", ""start"": 9, ""end"": 9.24}, {""word"": ""away."", ""start"": 9.24, ""end"": 9.64}, {""word"": ""They"", ""start"": 9.64, ""end"": 9.68}, {""word"": ""are"", ""start"": 9.68, ""end"": 9.76}, {""word"": ""walking"", ""start"": 9.76, ""end"": 10.18}, {""word"": ""somewhere"", ""start"": 10.18, ""end"": 10.7}, {""word"": ""and"", ""start"": 10.7, ""end"": 11.2}, {""word"": ""then"", ""start"": 11.2, ""end"": 11.54}, {""word"": ""the"", ""start"": 11.54, ""end"": 12.8}, {""word"": ""mom"", ""start"": 12.8, ""end"": 13.22}, {""word"": ""bear"", ""start"": 13.22, ""end"": 14.02}, {""word"": ""wanted"", ""start"": 14.02, ""end"": 14.6}, {""word"": ""to"", ""start"": 14.6, ""end"": 15.2}, {""word"": ""eat"", ""start"": 15.2, ""end"": 15.58}, {""word"": ""a"", ""start"": 15.58, ""end"": 15.78}, {""word"": ""fish"", ""start"": 15.78, ""end"": 16.1}, {""word"": ""alive."", ""start"": 16.1, ""end"": 16.48}, {""word"": ""It"", ""start"": 15.5, ""end"": 16.76}, {""word"": ""went"", ""start"": 16.76, ""end"": 17.04}, {""word"": ""to"", ""start"": 17.04, ""end"": 17.24}, {""word"": ""the"", ""start"": 17.24, ""end"": 17.48}, {""word"": ""air"", ""start"": 17.48, ""end"": 17.66}, {""word"": ""and"", ""start"": 17.66, ""end"": 18.22}, {""word"": ""then"", ""start"": 18.22, ""end"": 18.42}, {""word"": ""she"", ""start"": 18.42, ""end"": 18.82}, {""word"": ""sat"", ""start"": 18.82, ""end"": 19.24}, {""word"": ""down"", ""start"": 19.24, ""end"": 19.54}, {""word"": ""in"", ""start"": 19.54, ""end"": 19.86}, {""word"": ""a"", ""start"": 19.86, ""end"": 20.06}, {""word"": ""sand"", ""start"": 20.06, ""end"": 20.54}, {""word"": ""spot"", ""start"": 20.54, ""end"": 21.26}, {""word"": ""and"", ""start"": 21.26, ""end"": 22.12}, {""word"": ""was"", ""start"": 22.12, ""end"": 23.16}, {""word"": ""worried"", ""start"": 23.16, ""end"": 23.52}, {""word"": ""or"", ""start"": 23.52, ""end"": 24}, {""word"": ""sad"", ""start"": 24, ""end"": 24.3}, {""word"": ""about"", ""start"": 24.3, ""end"": 24.54}, {""word"": ""something."", ""start"": 24.54, ""end"": 25.36}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 7, ""text"": "" There is a mom bear and her sons or daughters with her. They are just in the grass."", ""tokens"": [50365, 821, 307, 257, 1225, 6155, 293, 720, 13476, 420, 17070, 365, 720, 13, 814, 366, 445, 294, 264, 8054, 13, 50715], ""temperature"": 0, ""avg_logprob"": -0.21412364, ""compression_ratio"": 1.6464088, ""no_speech_prob"": 1.568876e-11}, {""id"": 1, ""seek"": 0, ""start"": 7, ""end"": 16, ""text"": "" Next they went to the river and got away. They are walking somewhere and then the mom bear wanted to eat a fish alive."", ""tokens"": [50715, 3087, 436, 1437, 281, 264, 6810, 293, 658, 1314, 13, 814, 366, 4494, 4079, 293, 550, 264, 1225, 6155, 1415, 281, 1862, 257, 3506, 5465, 13, 51165], ""temperature"": 0, ""avg_logprob"": -0.21412364, ""compression_ratio"": 1.6464088, ""no_speech_prob"": 1.568876e-11}, {""id"": 2, ""seek"": 0, ""start"": 16, ""end"": 26.12, ""text"": "" It went to the air and then she sat down in a sand spot and was worried or sad about something."", ""tokens"": [51165, 467, 1437, 281, 264, 1988, 293, 550, 750, 3227, 760, 294, 257, 4932, 4008, 293, 390, 5804, 420, 4227, 466, 746, 13, 51671], ""temperature"": 0, ""avg_logprob"": -0.21412364, ""compression_ratio"": 1.6464088, ""no_speech_prob"": 1.568876e-11}]",English,Yes,No
tx,11,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1738796934446_16851720_4.mp3,138049140,0,https://drive.google.com/file/d/1AoxsuZvFlMiRHJGj0EZvx2By7jSqVw6L/view?usp=sharing," One day a family moved to a new house. This family noticed that there was no food in the refrigerator, so they went to the store to buy some. The mom and his daughter were choosing the vegetables and checking the prices. After a long day of shopping, they were prepared to make a delicious dinner with very healthy produce.","[{""word"": ""One"", ""start"": 1.02, ""end"": 1.22}, {""word"": ""day"", ""start"": 1.22, ""end"": 1.58}, {""word"": ""a"", ""start"": 1.58, ""end"": 1.94}, {""word"": ""family"", ""start"": 1.94, ""end"": 2.28}, {""word"": ""moved"", ""start"": 2.28, ""end"": 2.64}, {""word"": ""to"", ""start"": 2.64, ""end"": 2.86}, {""word"": ""a"", ""start"": 2.86, ""end"": 3}, {""word"": ""new"", ""start"": 3, ""end"": 3.14}, {""word"": ""house."", ""start"": 3.14, ""end"": 3.76}, {""word"": ""This"", ""start"": 3.88, ""end"": 4.32}, {""word"": ""family"", ""start"": 4.32, ""end"": 4.7}, {""word"": ""noticed"", ""start"": 4.7, ""end"": 5.1}, {""word"": ""that"", ""start"": 5.1, ""end"": 5.36}, {""word"": ""there"", ""start"": 5.36, ""end"": 5.48}, {""word"": ""was"", ""start"": 5.48, ""end"": 5.7}, {""word"": ""no"", ""start"": 5.7, ""end"": 5.94}, {""word"": ""food"", ""start"": 5.94, ""end"": 6.24}, {""word"": ""in"", ""start"": 6.24, ""end"": 6.4}, {""word"": ""the"", ""start"": 6.4, ""end"": 6.54}, {""word"": ""refrigerator,"", ""start"": 6.54, ""end"": 7.54}, {""word"": ""so"", ""start"": 7.5, ""end"": 8.08}, {""word"": ""they"", ""start"": 8.08, ""end"": 8.26}, {""word"": ""went"", ""start"": 8.26, ""end"": 8.54}, {""word"": ""to"", ""start"": 8.54, ""end"": 8.68}, {""word"": ""the"", ""start"": 8.68, ""end"": 8.82}, {""word"": ""store"", ""start"": 8.82, ""end"": 8.96}, {""word"": ""to"", ""start"": 8.96, ""end"": 9.18}, {""word"": ""buy"", ""start"": 9.18, ""end"": 9.34}, {""word"": ""some."", ""start"": 9.34, ""end"": 9.82}, {""word"": ""The"", ""start"": 10.74, ""end"": 10.92}, {""word"": ""mom"", ""start"": 10.92, ""end"": 11.22}, {""word"": ""and"", ""start"": 11.22, ""end"": 11.46}, {""word"": ""his"", ""start"": 11.46, ""end"": 11.64}, {""word"": ""daughter"", ""start"": 11.64, ""end"": 11.92}, {""word"": ""were"", ""start"": 11.92, ""end"": 12.16}, {""word"": ""choosing"", ""start"": 12.16, ""end"": 12.58}, {""word"": ""the"", ""start"": 12.58, ""end"": 12.76}, {""word"": ""vegetables"", ""start"": 12.76, ""end"": 13.32}, {""word"": ""and"", ""start"": 13.32, ""end"": 13.6}, {""word"": ""checking"", ""start"": 13.6, ""end"": 13.94}, {""word"": ""the"", ""start"": 13.94, ""end"": 14.12}, {""word"": ""prices."", ""start"": 14.12, ""end"": 14.8}, {""word"": ""After"", ""start"": 15.5, ""end"": 15.86}, {""word"": ""a"", ""start"": 15.86, ""end"": 16.04}, {""word"": ""long"", ""start"": 16.04, ""end"": 16.16}, {""word"": ""day"", ""start"": 16.16, ""end"": 16.36}, {""word"": ""of"", ""start"": 16.36, ""end"": 16.52}, {""word"": ""shopping,"", ""start"": 16.52, ""end"": 17.16}, {""word"": ""they"", ""start"": 17.16, ""end"": 17.24}, {""word"": ""were"", ""start"": 17.24, ""end"": 17.4}, {""word"": ""prepared"", ""start"": 17.4, ""end"": 17.76}, {""word"": ""to"", ""start"": 17.76, ""end"": 17.98}, {""word"": ""make"", ""start"": 17.98, ""end"": 18.22}, {""word"": ""a"", ""start"": 18.22, ""end"": 18.42}, {""word"": ""delicious"", ""start"": 18.42, ""end"": 18.86}, {""word"": ""dinner"", ""start"": 18.86, ""end"": 19.3}, {""word"": ""with"", ""start"": 19.3, ""end"": 19.6}, {""word"": ""very"", ""start"": 19.6, ""end"": 19.9}, {""word"": ""healthy"", ""start"": 19.9, ""end"": 20.3}, {""word"": ""produce."", ""start"": 20.3, ""end"": 21.18}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 4, ""text"": "" One day a family moved to a new house."", ""tokens"": [50365, 1485, 786, 257, 1605, 4259, 281, 257, 777, 1782, 13, 50565], ""temperature"": 0, ""avg_logprob"": -0.1460573, ""compression_ratio"": 1.5833334, ""no_speech_prob"": 2.488077e-11}, {""id"": 1, ""seek"": 0, ""start"": 4, ""end"": 8, ""text"": "" This family noticed that there was no food in the refrigerator,"", ""tokens"": [50565, 639, 1605, 5694, 300, 456, 390, 572, 1755, 294, 264, 19655, 11, 50765], ""temperature"": 0, ""avg_logprob"": -0.1460573, ""compression_ratio"": 1.5833334, ""no_speech_prob"": 2.488077e-11}, {""id"": 2, ""seek"": 0, ""start"": 8, ""end"": 10, ""text"": "" so they went to the store to buy some."", ""tokens"": [50765, 370, 436, 1437, 281, 264, 3531, 281, 2256, 512, 13, 50865], ""temperature"": 0, ""avg_logprob"": -0.1460573, ""compression_ratio"": 1.5833334, ""no_speech_prob"": 2.488077e-11}, {""id"": 3, ""seek"": 0, ""start"": 10, ""end"": 15, ""text"": "" The mom and his daughter were choosing the vegetables and checking the prices."", ""tokens"": [50865, 440, 1225, 293, 702, 4653, 645, 10875, 264, 9320, 293, 8568, 264, 7901, 13, 51115], ""temperature"": 0, ""avg_logprob"": -0.1460573, ""compression_ratio"": 1.5833334, ""no_speech_prob"": 2.488077e-11}, {""id"": 4, ""seek"": 0, ""start"": 15, ""end"": 21, ""text"": "" After a long day of shopping, they were prepared to make a delicious dinner with very healthy produce."", ""tokens"": [51115, 2381, 257, 938, 786, 295, 8688, 11, 436, 645, 4927, 281, 652, 257, 4809, 6148, 365, 588, 4627, 5258, 13, 51415], ""temperature"": 0, ""avg_logprob"": -0.1460573, ""compression_ratio"": 1.5833334, ""no_speech_prob"": 2.488077e-11}]",English,Yes,Yes
tx,4,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1736533535360_5615505_7.mp3,45655973,0,https://drive.google.com/file/d/15ABpRm8Xlb-lLbLSRo56sUS4oihuTouS/view?usp=sharing, Vortelis komst.,"[{""word"": ""Vortelis"", ""start"": 0.46, ""end"": 1.22}, {""word"": ""komst."", ""start"": 1.22, ""end"": 2.12}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 2.48, ""text"": "" Vortelis komst."", ""tokens"": [50365, 691, 477, 338, 271, 5207, 372, 13, 50489], ""temperature"": 0, ""avg_logprob"": -0.5248519, ""compression_ratio"": 0.65217394, ""no_speech_prob"": 2.083956e-10}]",Icelandic,No,No
tx,5,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1738006240819_13453026_9.mp3,107339377,0,https://drive.google.com/file/d/13rkLQmD1o1jHpR4zEk6ynn5_hfWBTG0J/view?usp=sharing, Daddy and Chico agree to see them the next day at 10 in the yard.,"[{""word"": ""Daddy"", ""start"": 0.78, ""end"": 1.18}, {""word"": ""and"", ""start"": 1.18, ""end"": 1.66}, {""word"": ""Chico"", ""start"": 1.66, ""end"": 2.16}, {""word"": ""agree"", ""start"": 2.16, ""end"": 2.72}, {""word"": ""to"", ""start"": 2.72, ""end"": 3.1}, {""word"": ""see"", ""start"": 3.1, ""end"": 3.34}, {""word"": ""them"", ""start"": 3.34, ""end"": 3.64}, {""word"": ""the"", ""start"": 3.64, ""end"": 4.18}, {""word"": ""next"", ""start"": 4.18, ""end"": 4.5}, {""word"": ""day"", ""start"": 4.5, ""end"": 4.9}, {""word"": ""at"", ""start"": 4.9, ""end"": 5.28}, {""word"": ""10"", ""start"": 5.28, ""end"": 5.56}, {""word"": ""in"", ""start"": 5.56, ""end"": 5.9}, {""word"": ""the"", ""start"": 5.9, ""end"": 6.12}, {""word"": ""yard."", ""start"": 6.12, ""end"": 6.5}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 7.1, ""text"": "" Daddy and Chico agree to see them the next day at 10 in the yard."", ""tokens"": [50365, 15323, 293, 761, 2789, 3986, 281, 536, 552, 264, 958, 786, 412, 1266, 294, 264, 11682, 13, 50720], ""temperature"": 0, ""avg_logprob"": -0.34192967, ""compression_ratio"": 1.015625, ""no_speech_prob"": 4.8671467e-10}]",Icelandic,Yes,No
tx,7,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1739555048693_18689479_5.mp3,150559259,0,https://drive.google.com/file/d/1-rwp7GDuo1dseXi_Jhgaf1FxLFFY9Q9J/view?usp=sharing," The thing that comes the eyes building to look like so many different colors is that the kind of eyes they use could be colored eyes, clear eyes or inside the eyes building they could have light inside that reflects on the outside by clear eyes.","[{""word"": ""The"", ""start"": 0.46, ""end"": 0.6}, {""word"": ""thing"", ""start"": 0.6, ""end"": 1}, {""word"": ""that"", ""start"": 1, ""end"": 1.22}, {""word"": ""comes"", ""start"": 1.22, ""end"": 1.78}, {""word"": ""the"", ""start"": 1.78, ""end"": 2}, {""word"": ""eyes"", ""start"": 2, ""end"": 2.3}, {""word"": ""building"", ""start"": 2.3, ""end"": 2.86}, {""word"": ""to"", ""start"": 2.86, ""end"": 3.32}, {""word"": ""look"", ""start"": 3.32, ""end"": 3.66}, {""word"": ""like"", ""start"": 3.66, ""end"": 4.12}, {""word"": ""so"", ""start"": 4.12, ""end"": 4.52}, {""word"": ""many"", ""start"": 4.52, ""end"": 4.86}, {""word"": ""different"", ""start"": 4.86, ""end"": 5.2}, {""word"": ""colors"", ""start"": 5.2, ""end"": 5.8}, {""word"": ""is"", ""start"": 5.8, ""end"": 6.14}, {""word"": ""that"", ""start"": 6.14, ""end"": 6.38}, {""word"": ""the"", ""start"": 6.38, ""end"": 6.54}, {""word"": ""kind"", ""start"": 6.54, ""end"": 6.82}, {""word"": ""of"", ""start"": 6.82, ""end"": 7.06}, {""word"": ""eyes"", ""start"": 7.06, ""end"": 7.48}, {""word"": ""they"", ""start"": 7.48, ""end"": 7.98}, {""word"": ""use"", ""start"": 7.98, ""end"": 8.48}, {""word"": ""could"", ""start"": 8.48, ""end"": 9.66}, {""word"": ""be"", ""start"": 9.66, ""end"": 9.94}, {""word"": ""colored"", ""start"": 9.94, ""end"": 10.4}, {""word"": ""eyes,"", ""start"": 10.4, ""end"": 11.44}, {""word"": ""clear"", ""start"": 11.44, ""end"": 11.64}, {""word"": ""eyes"", ""start"": 11.64, ""end"": 12.08}, {""word"": ""or"", ""start"": 12.08, ""end"": 12.38}, {""word"": ""inside"", ""start"": 12.38, ""end"": 13.14}, {""word"": ""the"", ""start"": 13.14, ""end"": 13.7}, {""word"": ""eyes"", ""start"": 13.7, ""end"": 14}, {""word"": ""building"", ""start"": 14, ""end"": 14.34}, {""word"": ""they"", ""start"": 14.34, ""end"": 14.64}, {""word"": ""could"", ""start"": 14.64, ""end"": 14.9}, {""word"": ""have"", ""start"": 14.9, ""end"": 15.32}, {""word"": ""light"", ""start"": 15.32, ""end"": 16.22}, {""word"": ""inside"", ""start"": 16.22, ""end"": 16.8}, {""word"": ""that"", ""start"": 16.8, ""end"": 17.06}, {""word"": ""reflects"", ""start"": 17.06, ""end"": 17.7}, {""word"": ""on"", ""start"": 17.7, ""end"": 18.22}, {""word"": ""the"", ""start"": 18.22, ""end"": 18.42}, {""word"": ""outside"", ""start"": 18.42, ""end"": 19.26}, {""word"": ""by"", ""start"": 19.26, ""end"": 19.9}, {""word"": ""clear"", ""start"": 19.9, ""end"": 20.34}, {""word"": ""eyes."", ""start"": 20.34, ""end"": 21.32}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 22.04, ""text"": "" The thing that comes the eyes building to look like so many different colors is that the kind of eyes they use could be colored eyes, clear eyes or inside the eyes building they could have light inside that reflects on the outside by clear eyes."", ""tokens"": [50365, 440, 551, 300, 1487, 264, 2575, 2390, 281, 574, 411, 370, 867, 819, 4577, 307, 300, 264, 733, 295, 2575, 436, 764, 727, 312, 14332, 2575, 11, 1850, 2575, 420, 1854, 264, 2575, 2390, 436, 727, 362, 1442, 1854, 300, 18926, 322, 264, 2380, 538, 1850, 2575, 13, 51467], ""temperature"": 0.4, ""avg_logprob"": -0.15646343, ""compression_ratio"": 1.6896552, ""no_speech_prob"": 3.194324e-10}]",Icelandic,Yes,No
tx,8,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1741705401825_20920305_8.mp3,165135100,0,https://drive.google.com/file/d/1fEtDEB0r9DlgJN9pOSMCUyWDwBjGxpTM/view?usp=sharing, I have done a job before signing up. Check the phone bill. Would the adult read the terms and policies what the cell phone servers have before signing up?,"[{""word"": ""I"", ""start"": 0.76, ""end"": 0.94}, {""word"": ""have"", ""start"": 0.94, ""end"": 1.1}, {""word"": ""done"", ""start"": 1.1, ""end"": 1.26}, {""word"": ""a"", ""start"": 1.26, ""end"": 1.36}, {""word"": ""job"", ""start"": 1.36, ""end"": 1.66}, {""word"": ""before"", ""start"": 1.66, ""end"": 2.06}, {""word"": ""signing"", ""start"": 2.06, ""end"": 2.48}, {""word"": ""up."", ""start"": 2.48, ""end"": 3.16}, {""word"": ""Check"", ""start"": 3.16, ""end"": 4.14}, {""word"": ""the"", ""start"": 4.14, ""end"": 4.48}, {""word"": ""phone"", ""start"": 4.48, ""end"": 4.86}, {""word"": ""bill."", ""start"": 4.86, ""end"": 6.56}, {""word"": ""Would"", ""start"": 6.56, ""end"": 6.58}, {""word"": ""the"", ""start"": 6.58, ""end"": 6.76}, {""word"": ""adult"", ""start"": 6.76, ""end"": 7.44}, {""word"": ""read"", ""start"": 7.44, ""end"": 8.94}, {""word"": ""the"", ""start"": 8.94, ""end"": 9.18}, {""word"": ""terms"", ""start"": 9.18, ""end"": 9.8}, {""word"": ""and"", ""start"": 9.8, ""end"": 10.58}, {""word"": ""policies"", ""start"": 10.58, ""end"": 11.16}, {""word"": ""what"", ""start"": 11.16, ""end"": 11.74}, {""word"": ""the"", ""start"": 11.74, ""end"": 11.98}, {""word"": ""cell"", ""start"": 11.98, ""end"": 12.48}, {""word"": ""phone"", ""start"": 12.48, ""end"": 12.62}, {""word"": ""servers"", ""start"": 12.62, ""end"": 13.02}, {""word"": ""have"", ""start"": 13.02, ""end"": 13.44}, {""word"": ""before"", ""start"": 13.44, ""end"": 13.78}, {""word"": ""signing"", ""start"": 13.78, ""end"": 14.14}, {""word"": ""up?"", ""start"": 14.14, ""end"": 14.62}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 14.72, ""text"": "" I have done a job before signing up. Check the phone bill. Would the adult read the terms and policies what the cell phone servers have before signing up?"", ""tokens"": [50365, 286, 362, 1096, 257, 1691, 949, 13393, 493, 13, 6881, 264, 2593, 2961, 13, 6068, 264, 5075, 1401, 264, 2115, 293, 7657, 437, 264, 2815, 2593, 15909, 362, 949, 13393, 493, 30, 51101], ""temperature"": 0, ""avg_logprob"": -0.19866978, ""compression_ratio"": 1.375, ""no_speech_prob"": 1.4050727e-10}]",English,No,No
tx,9,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1739481339981_17673096_5.mp3,143911350,0,https://drive.google.com/file/d/15087YWb6PAq9GVolc91yNVEUOZSVSz0R/view?usp=sharing, Thank you.,"[{""word"": ""Thank"", ""start"": 0, ""end"": 0.22}, {""word"": ""you."", ""start"": 0.22, ""end"": 0.24}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 29.98, ""text"": "" Thank you."", ""tokens"": [50365, 1044, 291, 13, 51864], ""temperature"": 0, ""avg_logprob"": -0.2962569, ""compression_ratio"": 0.5555556, ""no_speech_prob"": 1.4929832e-10}]",English,No,No
wida,1,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1734020155629_11682892_3.mp3,92376263,0,https://drive.google.com/file/d/18KoIKPmRAcw-6gENKD2lQ3Hwg03BBfPi/view?usp=sharing," A turtle, water and fish.","[{""word"": ""A"", ""start"": 0.68, ""end"": 0.96}, {""word"": ""turtle,"", ""start"": 0.96, ""end"": 1.62}, {""word"": ""water"", ""start"": 1.62, ""end"": 2.04}, {""word"": ""and"", ""start"": 2.04, ""end"": 2.34}, {""word"": ""fish."", ""start"": 2.34, ""end"": 3.16}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 3, ""text"": "" A turtle, water and fish."", ""tokens"": [50365, 316, 22866, 11, 1281, 293, 3506, 13, 50515], ""temperature"": 0, ""avg_logprob"": -0.35257518, ""compression_ratio"": 0.75757575, ""no_speech_prob"": 6.575403e-11}]",English,Yes,Yes
wida,10,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1734447440580_12212103_2.mp3,96487196,0,https://drive.google.com/file/d/1gSrVgoffVFXrY6XVbT78IM2cz7lZnYbi/view?usp=sharing, Ablokar inn brúldi,"[{""word"": ""Ablokar"", ""start"": 0.36, ""end"": 1.3}, {""word"": ""inn"", ""start"": 1.3, ""end"": 1.82}, {""word"": ""br\u00faldi"", ""start"": 1.82, ""end"": 2.56}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 3.32, ""text"": "" Ablokar inn br\u00faldi"", ""tokens"": [50365, 2847, 75, 453, 289, 7714, 738, 2481, 348, 72, 50531], ""temperature"": 0, ""avg_logprob"": -0.71830034, ""compression_ratio"": 0.7037037, ""no_speech_prob"": 4.0244214e-10}]",Icelandic,No,No
wida,11,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1736891691371_13739471_4.mp3,110511824,0,https://drive.google.com/file/d/12wVsg4dFMKlnJvu9UbEW2iqxvGC569pW/view?usp=sharing, Adíu en afa veit.,"[{""word"": ""Ad\u00edu"", ""start"": 0.32, ""end"": 1.02}, {""word"": ""en"", ""start"": 1.02, ""end"": 1.3}, {""word"": ""afa"", ""start"": 1.3, ""end"": 1.78}, {""word"": ""veit."", ""start"": 1.78, ""end"": 2.18}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 2.84, ""text"": "" Ad\u00edu en afa veit."", ""tokens"": [50365, 1999, 870, 84, 465, 3238, 64, 1241, 270, 13, 50507], ""temperature"": 0, ""avg_logprob"": -0.4962226, ""compression_ratio"": 0.6923077, ""no_speech_prob"": 1.6993691e-10}]",Icelandic,No,No
wida,12,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1734625168772_12539089_3.mp3,98968878,0,https://drive.google.com/file/d/1dId0uClV_vKFXdEtEvUEaR18hCl_B96I/view?usp=sharing, Grassland and trees.,"[{""word"": ""Grassland"", ""start"": 0.6, ""end"": 1.28}, {""word"": ""and"", ""start"": 1.28, ""end"": 1.78}, {""word"": ""trees."", ""start"": 1.78, ""end"": 2.66}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 3.02, ""text"": "" Grassland and trees."", ""tokens"": [50365, 39891, 1661, 293, 5852, 13, 50516], ""temperature"": 0, ""avg_logprob"": -0.40742904, ""compression_ratio"": 0.8, ""no_speech_prob"": 4.596646e-11}]",English,Yes,Yes
wida,2,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1743178460469_21906504_2.mp3,172550479,0,https://drive.google.com/file/d/1Hs0OOrZHW5Yty8SKLH6KFhdn829tulVY/view?usp=sharing, I feel ice cream in the hand.,"[{""word"": ""I"", ""start"": 0, ""end"": 0.58}, {""word"": ""feel"", ""start"": 0.58, ""end"": 0.9}, {""word"": ""ice"", ""start"": 0.9, ""end"": 1.3}, {""word"": ""cream"", ""start"": 1.3, ""end"": 1.66}, {""word"": ""in"", ""start"": 1.66, ""end"": 1.92}, {""word"": ""the"", ""start"": 1.92, ""end"": 2.1}, {""word"": ""hand."", ""start"": 2.1, ""end"": 2.44}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 2.96, ""text"": "" I feel ice cream in the hand."", ""tokens"": [50365, 286, 841, 4435, 4689, 294, 264, 1011, 13, 50513], ""temperature"": 0, ""avg_logprob"": -0.4199149, ""compression_ratio"": 0.7837838, ""no_speech_prob"": 2.0386562e-10}]",Icelandic,No,No
wida,3,speaking,https://summitk12-quiz-audios.s3-accelerate.amazonaws.com/auto_audios/1733502331714_10904739_1.mp3,86267477,0,https://drive.google.com/file/d/16_RAjBTH6t_Pf4s5wSSPvs3mnDfXSarQ/view?usp=sharing, I see two girls and one boy.,"[{""word"": ""I"", ""start"": 0.88, ""end"": 0.92}, {""word"": ""see"", ""start"": 0.92, ""end"": 1.3}, {""word"": ""two"", ""start"": 1.3, ""end"": 2.62}, {""word"": ""girls"", ""start"": 2.62, ""end"": 3.04}, {""word"": ""and"", ""start"": 3.04, ""end"": 3.5}, {""word"": ""one"", ""start"": 3.5, ""end"": 3.92}, {""word"": ""boy."", ""start"": 3.92, ""end"": 4.42}]","[{""id"": 0, ""seek"": 0, ""start"": 0, ""end"": 4.64, ""text"": "" I see two girls and one boy."", ""tokens"": [50365, 286, 536, 732, 4519, 293, 472, 3237, 13, 50597], ""temperature"": 0, ""avg_logprob"": -0.10484005, ""compression_ratio"": 0.7777778, ""no_speech_prob"": 1.4113043e-10}]",English,Yes,Yes
